country,year,sex,age,cases_no,population,gdp_for_year_usd
Bahrain,2011,male,55-74 years,1.0,43883,28776595745
Bahrain,2011,female,25-34 years,2.0,98138,28776595745
Bahrain,2011,male,25-34 years,4.0,220691,28776595745
Bahrain,2011,male,35-54 years,4.0,242955,28776595745
Bahrain,2011,female,35-54 years,2.0,123582,28776595745
Bahrain,2011,female,15-24 years,1.0,75788,28776595745
Bahrain,2011,female,5-14 years,1.0,77270,28776595745
Bahrain,2012,male,25-34 years,11.0,237133,30749308511
Bahrain,2012,male,35-54 years,6.0,268027,30749308511
Bahrain,2012,female,25-34 years,1.0,110796,30749308511
Bahrain,2012,male,15-24 years,1.0,111603,30749308511
Bahrain,2013,male,15-24 years,1.0,110064,32539547872
Bahrain,2013,male,25-34 years,2.0,237632,32539547872
Bahrain,2013,male,35-54 years,2.0,269162,32539547872
Bahrain,2014,male,15-24 years,4.0,100635,33387712766
Bahrain,2014,male,25-34 years,3.0,237952,33387712766
Bahrain,2014,female,25-34 years,1.0,110838,33387712766
Bahrain,2014,male,35-54 years,1.0,258922,33387712766
Barbados,1985,male,75+ years,1.0,4000,1417575550
Barbados,1985,male,55-74 years,3.0,13000,1417575550
Barbados,1985,female,25-34 years,2.0,22000,1417575550
Barbados,1985,male,25-34 years,1.0,22000,1417575550
Barbados,1986,male,35-54 years,4.0,20000,1556321742
Barbados,1986,male,15-24 years,2.0,26200,1556321742
Barbados,1986,female,25-34 years,1.0,22000,1556321742
Barbados,1986,male,25-34 years,1.0,22000,1556321742
Barbados,1987,female,35-54 years,2.0,24400,1713771321
Barbados,1987,male,55-74 years,1.0,13000,1713771321
Barbados,1987,male,35-54 years,1.0,20200,1713771321
Barbados,1987,male,25-34 years,1.0,22200,1713771321
Barbados,1987,male,5-14 years,1.0,24300,1713771321
Barbados,1988,male,25-34 years,5.0,22400,1822815594
Barbados,1988,male,35-54 years,3.0,20400,1822815594
Barbados,1988,male,55-74 years,1.0,13100,1822815594
Barbados,1988,male,15-24 years,2.0,26400,1822815594
Barbados,1988,female,55-74 years,1.0,19400,1822815594
Barbados,1989,male,35-54 years,6.0,23000,2015731029
Barbados,1989,male,55-74 years,2.0,14000,2015731029
Barbados,1989,male,15-24 years,3.0,25000,2015731029
Barbados,1989,female,25-34 years,2.0,23000,2015731029
Barbados,1989,female,15-24 years,2.0,24000,2015731029
Barbados,1989,male,25-34 years,1.0,24000,2015731029
Barbados,1990,male,75+ years,3.0,5000,2023318252
Barbados,1990,male,35-54 years,5.0,24000,2023318252
Barbados,1990,male,55-74 years,2.0,13000,2023318252
Barbados,1990,male,25-34 years,2.0,24000,2023318252
Barbados,1990,female,35-54 years,2.0,26000,2023318252
Barbados,1990,female,55-74 years,1.0,20000,2023318252
Barbados,1990,male,15-24 years,1.0,25000,2023318252
Barbados,1991,male,35-54 years,5.0,25000,2007109829
Barbados,1991,male,25-34 years,4.0,23000,2007109829
Barbados,1991,female,55-74 years,3.0,20000,2007109829
Barbados,1991,male,15-24 years,3.0,24000,2007109829
Barbados,1991,male,55-74 years,1.0,13000,2007109829
Barbados,1991,female,25-34 years,1.0,23000,2007109829
Barbados,1992,male,35-54 years,5.0,26000,1950900000
Barbados,1992,male,25-34 years,4.0,23000,1950900000
Barbados,1992,male,55-74 years,2.0,14000,1950900000
Barbados,1992,female,55-74 years,1.0,20000,1950900000
Barbados,1992,female,25-34 years,1.0,24000,1950900000
Barbados,1992,female,35-54 years,1.0,29000,1950900000
Barbados,1993,male,55-74 years,3.0,13700,2046189032
Barbados,1993,male,15-24 years,5.0,23400,2046189032
Barbados,1993,male,75+ years,1.0,5300,2046189032
Barbados,1993,male,25-34 years,3.0,23900,2046189032
Barbados,1993,male,35-54 years,3.0,27400,2046189032
Barbados,1993,female,55-74 years,1.0,18900,2046189032
Barbados,1994,male,55-74 years,3.0,13500,2151295182
Barbados,1994,male,35-54 years,5.0,28600,2151295182
Barbados,1994,female,55-74 years,2.0,18800,2151295182
Barbados,1994,male,5-14 years,1.0,21100,2151295182
Barbados,1994,female,25-34 years,1.0,22900,2151295182
Barbados,1994,male,15-24 years,1.0,22900,2151295182
Barbados,1994,female,35-54 years,1.0,30700,2151295182
Barbados,1995,male,25-34 years,7.0,23600,2261969870
Barbados,1995,male,35-54 years,3.0,30000,2261969870
Barbados,1995,female,15-24 years,2.0,22000,2261969870
Barbados,1995,male,55-74 years,1.0,13400,2261969870
Barbados,1995,female,35-54 years,2.0,31800,2261969870
Barbados,1995,female,55-74 years,1.0,18700,2261969870
Barbados,1995,male,15-24 years,1.0,22500,2261969870
Barbados,2000,male,25-34 years,4.0,20974,3121500000
Barbados,2000,male,35-54 years,3.0,37000,3121500000
Barbados,2000,male,15-24 years,1.0,20032,3121500000
Barbados,2000,female,35-54 years,2.0,40354,3121500000
Barbados,2001,male,55-74 years,1.0,16682,3116650000
Barbados,2001,male,35-54 years,1.0,37608,3116650000
Barbados,2004,male,35-54 years,3.0,38511,3514350000
Barbados,2005,male,35-54 years,1.0,38767,3897300000
Barbados,2006,male,75+ years,1.0,5792,4246600000
Barbados,2006,male,35-54 years,5.0,38972,4246600000
Barbados,2006,male,25-34 years,2.0,19677,4246600000
Barbados,2006,male,55-74 years,1.0,19527,4246600000
Barbados,2008,female,35-54 years,1.0,43278,4607300000
Barbados,2009,male,75+ years,1.0,6022,4434050000
Barbados,2009,male,35-54 years,3.0,39442,4434050000
Barbados,2009,male,55-74 years,1.0,21837,4434050000
Barbados,2010,male,35-54 years,3.0,39379,4461650000
Belarus,1990,male,35-54 years,729.0,1199400,21650000000
Belarus,1990,male,55-74 years,363.0,714100,21650000000
Belarus,1990,male,75+ years,59.0,123400,21650000000
Belarus,1990,male,25-34 years,359.0,844900,21650000000
Belarus,1990,male,15-24 years,132.0,702900,21650000000
Belarus,1990,female,75+ years,61.0,339400,21650000000
Belarus,1990,female,55-74 years,158.0,1101700,21650000000
Belarus,1990,female,35-54 years,144.0,1284200,21650000000
Belarus,1990,female,25-34 years,45.0,839200,21650000000
Belarus,1990,female,15-24 years,24.0,706500,21650000000
Belarus,1990,male,5-14 years,8.0,789500,21650000000
Belarus,1990,female,5-14 years,3.0,763600,21650000000
Belarus,1991,male,35-54 years,756.0,1217200,18000000000
Belarus,1991,male,75+ years,71.0,114800,18000000000
Belarus,1991,male,55-74 years,41.0,747600,18000000000
Belarus,1991,male,25-34 years,342.0,826400,18000000000
Belarus,1991,female,75+ years,72.0,325800,18000000000
Belarus,1991,male,15-24 years,143.0,699100,18000000000
Belarus,1991,female,55-74 years,175.0,1136700,18000000000
Belarus,1991,female,35-54 years,121.0,1294600,18000000000
Belarus,1991,female,25-34 years,42.0,823200,18000000000
Belarus,1991,female,15-24 years,3.0,702100,18000000000
Belarus,1991,male,5-14 years,14.0,807600,18000000000
Belarus,1991,female,5-14 years,2.0,781100,18000000000
Belarus,1992,male,35-54 years,845.0,1236700,17037037037
Belarus,1992,male,55-74 years,459.0,774900,17037037037
Belarus,1992,male,75+ years,57.0,108800,17037037037
Belarus,1992,male,25-34 years,397.0,812400,17037037037
Belarus,1992,male,15-24 years,166.0,708800,17037037037
Belarus,1992,female,75+ years,68.0,314000,17037037037
Belarus,1992,female,55-74 years,16.0,1171400,17037037037
Belarus,1992,female,35-54 years,157.0,1309400,17037037037
Belarus,1992,female,25-34 years,5.0,811300,17037037037
Belarus,1992,female,15-24 years,31.0,708000,17037037037
Belarus,1992,male,5-14 years,3.0,821500,17037037037
Belarus,1992,female,5-14 years,4.0,793700,17037037037
Belarus,1993,male,35-54 years,172.0,1254600,16280991736
Belarus,1993,male,55-74 years,577.0,792900,16280991736
Belarus,1993,male,75+ years,64.0,105900,16280991736
Belarus,1993,male,25-34 years,454.0,789200,16280991736
Belarus,1993,male,15-24 years,175.0,723100,16280991736
Belarus,1993,female,75+ years,64.0,310600,16280991736
Belarus,1993,female,55-74 years,198.0,1193700,16280991736
Belarus,1993,female,35-54 years,164.0,1323600,16280991736
Belarus,1993,female,25-34 years,58.0,794600,16280991736
Belarus,1993,female,15-24 years,37.0,713800,16280991736
Belarus,1993,male,5-14 years,18.0,834500,16280991736
Belarus,1993,female,5-14 years,4.0,804600,16280991736
Belarus,1994,male,35-54 years,1156.0,1258800,14932024169
Belarus,1994,male,55-74 years,671.0,797700,14932024169
Belarus,1994,male,75+ years,73.0,103700,14932024169
Belarus,1994,male,25-34 years,458.0,773000,14932024169
Belarus,1994,male,15-24 years,28.0,726000,14932024169
Belarus,1994,female,75+ years,69.0,307500,14932024169
Belarus,1994,female,55-74 years,227.0,1206100,14932024169
Belarus,1994,female,35-54 years,177.0,1336000,14932024169
Belarus,1994,female,25-34 years,6.0,784400,14932024169
Belarus,1994,female,15-24 years,36.0,719700,14932024169
Belarus,1994,male,5-14 years,16.0,833400,14932024169
Belarus,1994,female,5-14 years,2.0,807600,14932024169
Belarus,1995,male,35-54 years,1222.0,1274300,13972676841
Belarus,1995,male,55-74 years,699.0,805300,13972676841
Belarus,1995,male,75+ years,71.0,101000,13972676841
Belarus,1995,male,25-34 years,475.0,743800,13972676841
Belarus,1995,male,15-24 years,21.0,734800,13972676841
Belarus,1995,female,55-74 years,197.0,1220800,13972676841
Belarus,1995,female,75+ years,49.0,304600,13972676841
Belarus,1995,female,35-54 years,181.0,1360000,13972676841
Belarus,1995,female,25-34 years,51.0,762300,13972676841
Belarus,1995,female,15-24 years,33.0,729900,13972676841
Belarus,1995,male,5-14 years,12.0,829500,13972676841
Belarus,1995,female,5-14 years,3.0,807300,13972676841
Belarus,1996,male,35-54 years,1391.0,1298200,14756846154
Belarus,1996,male,55-74 years,859.0,809000,14756846154
Belarus,1996,male,75+ years,76.0,99700,14756846154
Belarus,1996,male,25-34 years,518.0,722500,14756846154
Belarus,1996,male,15-24 years,224.0,743800,14756846154
Belarus,1996,female,75+ years,57.0,302400,14756846154
Belarus,1996,female,55-74 years,214.0,1226000,14756846154
Belarus,1996,female,35-54 years,17.0,1384800,14756846154
Belarus,1996,female,25-34 years,59.0,741800,14756846154
Belarus,1996,female,15-24 years,43.0,737300,14756846154
Belarus,1996,male,5-14 years,13.0,821700,14756846154
Belarus,1996,female,5-14 years,3.0,797600,14756846154
Belarus,1997,male,55-74 years,819.0,803300,14128408566
Belarus,1997,male,35-54 years,1326.0,1326100,14128408566
Belarus,1997,male,75+ years,77.0,100500,14128408566
Belarus,1997,male,25-34 years,487.0,709000,14128408566
Belarus,1997,male,15-24 years,247.0,750600,14128408566
Belarus,1997,female,75+ years,59.0,305000,14128408566
Belarus,1997,female,55-74 years,188.0,1218800,14128408566
Belarus,1997,female,35-54 years,188.0,1415500,14128408566
Belarus,1997,female,25-34 years,75.0,726900,14128408566
Belarus,1997,female,15-24 years,5.0,744100,14128408566
Belarus,1997,male,5-14 years,8.0,809000,14128408566
Belarus,1997,female,5-14 years,2.0,783300,14128408566
Belarus,1998,male,55-74 years,794.0,784600,15222012660
Belarus,1998,male,35-54 years,132.0,1360700,15222012660
Belarus,1998,male,75+ years,82.0,104000,15222012660
Belarus,1998,male,25-34 years,511.0,698900,15222012660
Belarus,1998,male,15-24 years,287.0,762700,15222012660
Belarus,1998,female,75+ years,78.0,316400,15222012660
Belarus,1998,female,55-74 years,185.0,1191300,15222012660
Belarus,1998,female,35-54 years,192.0,1455000,15222012660
Belarus,1998,female,25-34 years,51.0,716200,15222012660
Belarus,1998,female,15-24 years,39.0,755800,15222012660
Belarus,1998,male,5-14 years,12.0,787800,15222012660
Belarus,1998,female,5-14 years,5.0,761400,15222012660
Belarus,1999,male,55-74 years,739.0,771900,12138486532
Belarus,1999,male,75+ years,91.0,106400,12138486532
Belarus,1999,male,35-54 years,1178.0,1378000,12138486532
Belarus,1999,male,25-34 years,55.0,692600,12138486532
Belarus,1999,male,15-24 years,288.0,771500,12138486532
Belarus,1999,female,75+ years,66.0,318400,12138486532
Belarus,1999,female,55-74 years,17.0,1157900,12138486532
Belarus,1999,female,35-54 years,174.0,1465100,12138486532
Belarus,1999,female,25-34 years,67.0,697900,12138486532
Belarus,1999,female,15-24 years,48.0,741400,12138486532
Belarus,1999,male,5-14 years,22.0,748500,12138486532
Belarus,1999,female,5-14 years,4.0,713600,12138486532
Belarus,2000,male,55-74 years,721.0,750602,12736856828
Belarus,2000,male,35-54 years,1334.0,1403903,12736856828
Belarus,2000,male,75+ years,89.0,110565,12736856828
Belarus,2000,male,25-34 years,58.0,688963,12736856828
Belarus,2000,male,15-24 years,36.0,786483,12736856828
Belarus,2000,female,75+ years,67.0,331579,12736856828
Belarus,2000,female,55-74 years,172.0,1125001,12736856828
Belarus,2000,female,35-54 years,17.0,1497056,12736856828
Belarus,2000,female,25-34 years,54.0,693860,12736856828
Belarus,2000,female,15-24 years,36.0,754801,12736856828
Belarus,2000,male,5-14 years,2.0,717646,12736856828
Belarus,2000,female,5-14 years,6.0,683020,12736856828
Belarus,2001,male,55-74 years,658.0,731902,12354820144
Belarus,2001,male,35-54 years,1266.0,1423218,12354820144
Belarus,2001,male,75+ years,82.0,116090,12354820144
Belarus,2001,male,25-34 years,477.0,687861,12354820144
Belarus,2001,male,15-24 years,313.0,801574,12354820144
Belarus,2001,female,75+ years,73.0,346664,12354820144
Belarus,2001,female,55-74 years,162.0,1094844,12354820144
Belarus,2001,female,35-54 years,164.0,1522267,12354820144
Belarus,2001,female,25-34 years,53.0,691653,12354820144
Belarus,2001,female,15-24 years,36.0,768639,12354820144
Belarus,2001,male,5-14 years,17.0,681448,12354820144
Belarus,2001,female,5-14 years,2.0,647427,12354820144
Belarus,2002,male,35-54 years,1263.0,1429098,14594249023
Belarus,2002,male,55-74 years,67.0,719837,14594249023
Belarus,2002,male,25-34 years,515.0,688769,14594249023
Belarus,2002,male,75+ years,79.0,122862,14594249023
Belarus,2002,male,15-24 years,296.0,814826,14594249023
Belarus,2002,female,75+ years,69.0,359673,14594249023
Belarus,2002,female,55-74 years,149.0,1076366,14594249023
Belarus,2002,female,35-54 years,191.0,1533648,14594249023
Belarus,2002,female,25-34 years,65.0,691146,14594249023
Belarus,2002,female,15-24 years,32.0,780846,14594249023
Belarus,2002,male,5-14 years,2.0,642277,14594249023
Belarus,2002,female,5-14 years,5.0,609886,14594249023
Belarus,2003,male,55-74 years,669.0,709699,17827791321
Belarus,2003,male,35-54 years,134.0,1427642,17827791321
Belarus,2003,male,75+ years,17.0,131935,17827791321
Belarus,2003,male,25-34 years,54.0,691958,17827791321
Belarus,2003,male,15-24 years,285.0,824213,17827791321
Belarus,2003,female,75+ years,78.0,374617,17827791321
Belarus,2003,female,55-74 years,177.0,1062435,17827791321
Belarus,2003,female,35-54 years,179.0,1536542,17827791321
Belarus,2003,female,25-34 years,57.0,692961,17827791321
Belarus,2003,female,15-24 years,46.0,789030,17827791321
Belarus,2003,male,5-14 years,11.0,605243,17827791321
Belarus,2003,female,5-14 years,3.0,574416,17827791321
Belarus,2007,male,75+ years,122.0,157647,45277399814
Belarus,2007,male,55-74 years,56.0,710519,45277399814
Belarus,2007,male,35-54 years,9.0,1399410,45277399814
Belarus,2007,male,25-34 years,45.0,723119,45277399814
Belarus,2007,male,15-24 years,261.0,801445,45277399814
Belarus,2007,female,75+ years,7.0,424470,45277399814
Belarus,2007,female,55-74 years,127.0,1054993,45277399814
Belarus,2007,female,35-54 years,163.0,1518188,45277399814
Belarus,2007,female,25-34 years,56.0,711481,45277399814
Belarus,2007,female,15-24 years,37.0,768164,45277399814
Belarus,2007,male,5-14 years,9.0,500931,45277399814
Belarus,2007,female,5-14 years,3.0,474089,45277399814
Belarus,2008,male,75+ years,131.0,159724,60763483146
Belarus,2008,male,35-54 years,961.0,1395695,60763483146
Belarus,2008,male,55-74 years,481.0,716132,60763483146
Belarus,2008,male,25-34 years,375.0,737364,60763483146
Belarus,2008,male,15-24 years,234.0,778552,60763483146
Belarus,2008,female,75+ years,63.0,432516,60763483146
Belarus,2008,female,35-54 years,184.0,1514338,60763483146
Belarus,2008,female,55-74 years,127.0,1059632,60763483146
Belarus,2008,female,25-34 years,66.0,723117,60763483146
Belarus,2008,female,15-24 years,29.0,745464,60763483146
Belarus,2008,male,5-14 years,5.0,484885,60763483146
Belarus,2008,female,5-14 years,2.0,458327,60763483146
Belarus,2009,male,75+ years,145.0,159050,49209523810
Belarus,2009,male,35-54 years,93.0,1390214,49209523810
Belarus,2009,male,55-74 years,466.0,726459,49209523810
Belarus,2009,male,25-34 years,445.0,754796,49209523810
Belarus,2009,male,15-24 years,27.0,749519,49209523810
Belarus,2009,female,75+ years,74.0,434130,49209523810
Belarus,2009,female,55-74 years,144.0,1073032,49209523810
Belarus,2009,female,35-54 years,165.0,1507662,49209523810
Belarus,2009,female,25-34 years,74.0,737605,49209523810
Belarus,2009,female,15-24 years,45.0,716695,49209523810
Belarus,2009,male,5-14 years,9.0,473483,49209523810
Belarus,2009,female,5-14 years,3.0,447324,49209523810
Belarus,2010,male,75+ years,115.0,158977,57222490769
Belarus,2010,male,35-54 years,869.0,1353782,57222490769
Belarus,2010,male,55-74 years,458.0,744533,57222490769
Belarus,2010,male,25-34 years,382.0,723856,57222490769
Belarus,2010,male,15-24 years,24.0,707657,57222490769
Belarus,2010,female,75+ years,62.0,432426,57222490769
Belarus,2010,female,35-54 years,145.0,1483086,57222490769
Belarus,2010,female,25-34 years,6.0,715558,57222490769
Belarus,2010,female,55-74 years,83.0,1092687,57222490769
Belarus,2010,female,15-24 years,39.0,668827,57222490769
Belarus,2010,male,5-14 years,5.0,462298,57222490769
Belarus,2010,female,5-14 years,1.0,437506,57222490769
Belarus,2011,male,75+ years,112.0,161762,61757788945
Belarus,2011,male,55-74 years,415.0,755610,61757788945
Belarus,2011,male,35-54 years,73.0,1342175,61757788945
Belarus,2011,male,25-34 years,34.0,736247,61757788945
Belarus,2011,male,15-24 years,185.0,676797,61757788945
Belarus,2011,female,75+ years,69.0,441193,61757788945
Belarus,2011,female,35-54 years,141.0,1470135,61757788945
Belarus,2011,female,55-74 years,91.0,1104192,61757788945
Belarus,2011,female,25-34 years,42.0,724263,61757788945
Belarus,2011,female,15-24 years,36.0,639397,61757788945
Belarus,2011,male,5-14 years,1.0,459834,61757788945
Belarus,2011,female,5-14 years,1.0,435715,61757788945
Belarus,2013,male,75+ years,125.0,169369,75527984234
Belarus,2013,male,55-74 years,376.0,786132,75527984234
Belarus,2013,male,35-54 years,69.0,1316641,75527984234
Belarus,2013,male,25-34 years,38.0,759582,75527984234
Belarus,2013,male,15-24 years,145.0,609560,75527984234
Belarus,2013,female,75+ years,65.0,464748,75527984234
Belarus,2013,female,35-54 years,111.0,1438609,75527984234
Belarus,2013,female,55-74 years,87.0,1130796,75527984234
Belarus,2013,female,25-34 years,45.0,739769,75527984234
Belarus,2013,female,15-24 years,25.0,576270,75527984234
Belarus,2013,male,5-14 years,5.0,471922,75527984234
Belarus,2013,female,5-14 years,1.0,446842,75527984234
Belarus,2014,male,75+ years,125.0,172445,78813839984
Belarus,2014,male,35-54 years,572.0,1305009,78813839984
Belarus,2014,male,55-74 years,341.0,807337,78813839984
Belarus,2014,male,25-34 years,297.0,768569,78813839984
Belarus,2014,male,15-24 years,128.0,578690,78813839984
Belarus,2014,female,75+ years,53.0,475110,78813839984
Belarus,2014,female,35-54 years,93.0,1421531,78813839984
Belarus,2014,female,55-74 years,68.0,1149649,78813839984
Belarus,2014,female,25-34 years,41.0,745490,78813839984
Belarus,2014,female,15-24 years,15.0,546952,78813839984
Belarus,2014,female,5-14 years,6.0,455300,78813839984
Belarus,2014,male,5-14 years,2.0,480895,78813839984
Belgium,1985,male,75+ years,214.0,210800,86730038793
Belgium,1985,male,55-74 years,449.0,876400,86730038793
Belgium,1985,male,35-54 years,493.0,1228000,86730038793
Belgium,1985,male,25-34 years,245.0,775300,86730038793
Belgium,1985,female,75+ years,119.0,409900,86730038793
Belgium,1985,female,55-74 years,276.0,1029700,86730038793
Belgium,1985,female,35-54 years,252.0,1216200,86730038793
Belgium,1985,male,15-24 years,19.0,775300,86730038793
Belgium,1985,female,25-34 years,78.0,744000,86730038793
Belgium,1985,female,15-24 years,33.0,744100,86730038793
Belgium,1985,male,5-14 years,12.0,644100,86730038793
Belgium,1985,female,5-14 years,1.0,615800,86730038793
Belgium,1986,male,75+ years,211.0,215400,120661220336
Belgium,1986,male,55-74 years,444.0,889900,120661220336
Belgium,1986,male,35-54 years,476.0,1237100,120661220336
Belgium,1986,male,25-34 years,236.0,786200,120661220336
Belgium,1986,female,55-74 years,255.0,1039500,120661220336
Belgium,1986,female,75+ years,9.0,419600,120661220336
Belgium,1986,female,35-54 years,252.0,1221200,120661220336
Belgium,1986,male,15-24 years,118.0,760500,120661220336
Belgium,1986,female,25-34 years,76.0,755700,120661220336
Belgium,1986,female,15-24 years,4.0,729100,120661220336
Belgium,1986,male,5-14 years,3.0,630300,120661220336
Belgium,1986,female,5-14 years,1.0,602600,120661220336
Belgium,1987,male,75+ years,222.0,214800,150194077688
Belgium,1987,male,55-74 years,433.0,893500,150194077688
Belgium,1987,male,35-54 years,483.0,1239800,150194077688
Belgium,1987,male,25-34 years,273.0,789200,150194077688
Belgium,1987,female,75+ years,113.0,422000,150194077688
Belgium,1987,female,55-74 years,232.0,1040900,150194077688
Belgium,1987,female,35-54 years,215.0,1222000,150194077688
Belgium,1987,male,15-24 years,121.0,756300,150194077688
Belgium,1987,female,25-34 years,1.0,759300,150194077688
Belgium,1987,female,15-24 years,35.0,725700,150194077688
Belgium,1987,male,5-14 years,11.0,628100,150194077688
Belgium,1988,male,75+ years,181.0,217000,163167853538
Belgium,1988,male,55-74 years,39.0,901500,163167853538
Belgium,1988,male,35-54 years,423.0,1251300,163167853538
Belgium,1988,male,25-34 years,238.0,796900,163167853538
Belgium,1988,female,75+ years,14.0,429200,163167853538
Belgium,1988,female,55-74 years,211.0,1044800,163167853538
Belgium,1988,female,35-54 years,213.0,1229900,163167853538
Belgium,1988,male,15-24 years,113.0,745800,163167853538
Belgium,1988,female,25-34 years,86.0,767800,163167853538
Belgium,1988,female,15-24 years,28.0,715900,163167853538
Belgium,1988,male,5-14 years,8.0,624200,163167853538
Belgium,1988,female,5-14 years,1.0,595000,163167853538
Belgium,1989,male,75+ years,22.0,220800,165100094595
Belgium,1989,male,55-74 years,351.0,908400,165100094595
Belgium,1989,male,35-54 years,422.0,1267600,165100094595
Belgium,1989,male,25-34 years,215.0,805000,165100094595
Belgium,1989,female,75+ years,91.0,436800,165100094595
Belgium,1989,female,55-74 years,2.0,1048300,165100094595
Belgium,1989,male,15-24 years,126.0,730000,165100094595
Belgium,1989,female,35-54 years,19.0,1243700,165100094595
Belgium,1989,female,25-34 years,72.0,776100,165100094595
Belgium,1989,female,15-24 years,27.0,700100,165100094595
Belgium,1989,male,5-14 years,4.0,620700,165100094595
Belgium,1989,female,5-14 years,2.0,591700,165100094595
Belgium,1990,male,75+ years,28.0,221900,206430841502
Belgium,1990,male,55-74 years,349.0,915100,206430841502
Belgium,1990,male,35-54 years,422.0,1285200,206430841502
Belgium,1990,male,25-34 years,213.0,811000,206430841502
Belgium,1990,female,75+ years,95.0,439600,206430841502
Belgium,1990,female,55-74 years,193.0,1053000,206430841502
Belgium,1990,male,15-24 years,19.0,711900,206430841502
Belgium,1990,female,35-54 years,186.0,1259200,206430841502
Belgium,1990,female,25-34 years,81.0,781400,206430841502
Belgium,1990,female,15-24 years,37.0,682800,206430841502
Belgium,1990,male,5-14 years,2.0,618600,206430841502
Belgium,1991,male,75+ years,25.0,219300,211637816539
Belgium,1991,male,55-74 years,31.0,925900,211637816539
Belgium,1991,male,35-54 years,424.0,1304700,211637816539
Belgium,1991,male,25-34 years,235.0,813800,211637816539
Belgium,1991,female,75+ years,76.0,436200,211637816539
Belgium,1991,female,55-74 years,172.0,1063800,211637816539
Belgium,1991,female,35-54 years,184.0,1277400,211637816539
Belgium,1991,male,15-24 years,1.0,696300,211637816539
Belgium,1991,female,25-34 years,71.0,783200,211637816539
Belgium,1991,female,15-24 years,23.0,667900,211637816539
Belgium,1991,male,5-14 years,4.0,618500,211637816539
Belgium,1991,female,5-14 years,1.0,589600,211637816539
Belgium,1992,male,75+ years,178.0,213800,236038384442
Belgium,1992,male,55-74 years,331.0,940200,236038384442
Belgium,1992,male,35-54 years,45.0,1325000,236038384442
Belgium,1992,male,25-34 years,235.0,813500,236038384442
Belgium,1992,female,75+ years,94.0,428600,236038384442
Belgium,1992,female,55-74 years,22.0,1079300,236038384442
Belgium,1992,male,15-24 years,114.0,683800,236038384442
Belgium,1992,female,35-54 years,171.0,1296200,236038384442
Belgium,1992,female,25-34 years,69.0,782500,236038384442
Belgium,1992,female,15-24 years,29.0,656700,236038384442
Belgium,1992,male,5-14 years,5.0,619100,236038384442
Belgium,1993,male,75+ years,196.0,206300,225924679921
Belgium,1993,male,35-54 years,573.0,1346000,225924679921
Belgium,1993,male,55-74 years,365.0,956900,225924679921
Belgium,1993,male,25-34 years,276.0,810400,225924679921
Belgium,1993,female,75+ years,94.0,419100,225924679921
Belgium,1993,male,15-24 years,138.0,674100,225924679921
Belgium,1993,female,55-74 years,192.0,1097600,225924679921
Belgium,1993,female,35-54 years,196.0,1315100,225924679921
Belgium,1993,female,25-34 years,74.0,779500,225924679921
Belgium,1993,female,15-24 years,33.0,648400,225924679921
Belgium,1993,male,5-14 years,4.0,619900,225924679921
Belgium,1993,female,5-14 years,1.0,589600,225924679921
Belgium,1994,male,75+ years,2.0,204800,246194938751
Belgium,1994,male,35-54 years,538.0,1367300,246194938751
Belgium,1994,male,55-74 years,378.0,968900,246194938751
Belgium,1994,male,25-34 years,266.0,804200,246194938751
Belgium,1994,male,15-24 years,151.0,665700,246194938751
Belgium,1994,female,75+ years,82.0,414900,246194938751
Belgium,1994,female,55-74 years,185.0,1110600,246194938751
Belgium,1994,female,35-54 years,213.0,1334900,246194938751
Belgium,1994,female,25-34 years,83.0,774100,246194938751
Belgium,1994,female,15-24 years,24.0,641000,246194938751
Belgium,1994,male,5-14 years,1.0,620600,246194938751
Belgium,1994,female,5-14 years,1.0,590400,246194938751
Belgium,1995,male,75+ years,169.0,211300,289567323481
Belgium,1995,male,35-54 years,593.0,1390200,289567323481
Belgium,1995,male,55-74 years,392.0,969500,289567323481
Belgium,1995,male,25-34 years,244.0,795600,289567323481
Belgium,1995,male,15-24 years,142.0,657100,289567323481
Belgium,1995,female,75+ years,84.0,422900,289567323481
Belgium,1995,female,55-74 years,185.0,1108700,289567323481
Belgium,1995,female,35-54 years,222.0,1357900,289567323481
Belgium,1995,female,25-34 years,72.0,767500,289567323481
Belgium,1995,female,15-24 years,39.0,634100,289567323481
Belgium,1995,male,5-14 years,1.0,621100,289567323481
Belgium,1995,female,5-14 years,3.0,591200,289567323481
Belgium,1996,male,75+ years,173.0,221792,281358175896
Belgium,1996,male,35-54 years,551.0,1417838,281358175896
Belgium,1996,male,55-74 years,352.0,961063,281358175896
Belgium,1996,male,25-34 years,239.0,786754,281358175896
Belgium,1996,male,15-24 years,14.0,649022,281358175896
Belgium,1996,female,75+ years,68.0,436450,281358175896
Belgium,1996,female,35-54 years,215.0,1386275,281358175896
Belgium,1996,female,55-74 years,157.0,1095398,281358175896
Belgium,1996,female,25-34 years,77.0,760530,281358175896
Belgium,1996,female,15-24 years,36.0,627412,281358175896
Belgium,1996,male,5-14 years,3.0,622534,281358175896
Belgium,1996,female,5-14 years,2.0,592477,281358175896
Belgium,1997,male,75+ years,197.0,226961,254813599459
Belgium,1997,male,35-54 years,68.0,1433650,254813599459
Belgium,1997,male,55-74 years,343.0,955659,254813599459
Belgium,1997,male,25-34 years,273.0,782814,254813599459
Belgium,1997,male,15-24 years,124.0,645571,254813599459
Belgium,1997,female,35-54 years,238.0,1402471,254813599459
